id,users_id,student_id,department,school_year,semester,branch,year_level,program,classified_as,last_school_attended,last_school_address,status,created_at,updated_at,deleted_at
,4404,C00-1251,College,2019-2020,1st,Main,1st year,BSCS,new student,XJ Century Bank Corporation,"B24 L63 Jackson Estates, Mccall Avenue, Tagana-an, 6223 Guimaras",enrolled,33:39.8,33:39.8,
,4405,C00-1251,College,2019-2020,2nd,Main,1st year,BSCS,old student,,,approved,33:39.8,33:39.8,
,4406,C00-1251,College,2020-2021,1st,Main,2nd year,BSCS,old student,,,completed,33:39.8,33:39.8,
,4407,C00-1251,College,2020-2021,2nd,Main,2nd year,BSCS,old student,,,enrolled,33:39.8,33:39.8,
,4408,C00-1251,College,2021-2022,1st,Main,3rd year,BSCS,old student,,,enrolled,33:39.8,33:39.8,
,4409,C00-1251,College,2021-2022,2nd,Main,3rd year,BSCS,old student,,,onhold,33:39.8,33:39.8,
,4410,C00-1251,College,2022-2023,1st,Main,4th year,BSCS,old student,,,enrolled,33:39.8,33:39.8,
,4411,C00-1252,SHS,2022-2023,1st,Main,grade 11,STEM,new student,QAV City Sun Development Corporation,"2277 Canopus Road, Buug, 9332 Sarangani",enrolled,33:39.8,33:39.8,
,4412,C00-1252,SHS,2022-2023,2nd,Main,grade 11,STEM,old student,,,completed,33:39.8,33:39.8,
,4413,C00-1252,SHS,2023-2024,1st,Main,grade 12,STEM,old student,,,dropped,33:39.8,33:39.8,
,4414,C00-1253,SHS,2019-2020,1st,Main,grade 11,HUMSS,new student,Grand Summit Foods Corporation,"9569 Mabolo Street, Martinez Estates 2, Malangas, 5733 Guimaras",cancelled,33:39.8,33:39.8,
,4415,C00-1254,College,2021-2022,1st,Main,1st year,BSENTREP,new student,GS State Empire Development Limited,"B12 L30 Adams Village, Arayat Street, Taguig, 1405 Metro Manila",dropped,33:39.8,33:39.8,
,4416,C00-1255,SHS,2019-2020,1st,Main,grade 11,ICT,new student,Oriental City Gold Construction Corporation,"728 A Canopus Drive, Libjo, 8118 Cotabato",enrolled,33:39.8,33:39.8,
,4417,C00-1255,SHS,2019-2020,2nd,Uno,grade 11,ICT,old student,,,cancelled,33:39.8,33:39.8,
,4418,C00-1256,SHS,2019-2020,1st,Uno,grade 11,IA,new student,Allied Union Company Corporation,"3733 Palali Street, Rivera Estates, Langiden, 4483 Oriental Mindoro",enrolled,33:39.8,33:39.8,
,4419,C00-1256,SHS,2019-2020,2nd,Uno,grade 11,IA,old student,,,enrolled,33:39.8,33:39.8,
,4420,C00-1256,SHS,2020-2021,1st,Main,grade 12,IA,old student,,,enrolled,33:39.8,33:39.8,
,4421,C00-1257,College,2019-2020,1st,Main,1st year,BSCRIM,new student,National Water Corporation of the Philippines,"6790 Turner Avenue, Nipa Cove 3, Parañaque, 1325 Metro Manila",completed,33:39.8,33:39.8,
,4422,C00-1257,College,2019-2020,2nd,Main,1st year,BSCRIM,old student,,,onhold,33:39.8,33:39.8,
,4423,C00-1257,College,2020-2021,1st,Main,2nd year,BSCRIM,old student,,,cancelled,33:39.8,33:39.8,
,4424,C00-1258,College,2021-2022,1st,Main,1st year,BSCRIM,new student,SPXX Manufacturing Inc.,"B17 L92 Asparagus Subdivision, Bagtikan Street, Paranas, 4367 Ilocos Sur",enrolled,33:39.8,33:39.8,
,4425,C00-1258,College,2021-2022,2nd,Main,1st year,BSCRIM,old student,,,enrolled,33:39.8,33:39.8,
,4426,C00-1258,College,2022-2023,1st,Main,2nd year,BSCRIM,old student,,,cancelled,33:39.8,33:39.8,
,4427,C00-1259,College,2020-2021,1st,Main,1st year,ACT,new student,Goodwin World Holdings Corporation,"3F Neal Building Tower 5, 8380 Hydra Drive Extension, Parañaque, 0627 Metro Manila",enrolled,33:39.8,33:39.8,
,4428,C00-1259,College,2020-2021,2nd,Main,1st year,ACT,old student,,,failed,33:39.8,33:39.8,
,4429,C00-1260,College,2019-2020,1st,Main,1st year,BSTM,new student,Quad Manufacturing Corporation,"Block 14 Lot 80 Mejia Subdivision Phase 3, Hibok-Hibok Street, Obando, 2114 Laguna",enrolled,33:39.8,33:39.8,
,4430,C00-1260,College,2019-2020,2nd,Main,1st year,BSTM,old student,,,approved,33:39.8,33:39.8,
,4431,C00-1260,College,2020-2021,1st,Main,2nd year,BSTM,old student,,,completed,33:39.8,33:39.8,
,4432,C00-1260,College,2020-2021,2nd,Main,2nd year,BSTM,old student,,,enrolled,33:39.8,33:39.8,
,4433,C00-1260,College,2021-2022,1st,Main,3rd year,BSTM,old student,,,enrolled,33:39.8,33:39.8,
,4434,C00-1260,College,2021-2022,2nd,Main,3rd year,BSTM,old student,,,cancelled,33:39.8,33:39.8,
,4435,C00-1261,College,2022-2023,1st,Main,1st year,BSCRIM,new student,TXM Mining Corporation,"B24 L82 Sharp Estates, Moonstone Drive Extension, Diffun, 2946 Camarines Sur",enrolled,33:39.8,33:39.8,
,4436,C00-1261,College,2022-2023,2nd,Main,1st year,BSCRIM,old student,,,enrolled,33:39.8,33:39.8,
,4437,C00-1261,College,2023-2024,1st,Main,2nd year,BSCRIM,old student,,,onhold,33:39.8,33:39.8,
,4438,C00-1261,College,2023-2024,2nd,Main,2nd year,BSCRIM,old student,,,dropped,33:39.8,33:39.8,
,4439,C00-1262,College,2021-2022,1st,Main,1st year,BSIS,new student,Allied City King Ventures Corporation,"12th Floor Boyer Suites, 4014 Aguirre Boulevard, Santa Ignacia, 6333 Southern Leyte",enrolled,33:39.8,33:39.8,
,4440,C00-1262,College,2021-2022,2nd,Main,1st year,BSIS,old student,,,enrolled,33:39.8,33:39.8,
,4441,C00-1262,College,2022-2023,1st,Main,2nd year,BSIS,old student,,,approved,33:39.8,33:39.8,
,4442,C00-1262,College,2022-2023,2nd,Main,2nd year,BSIS,old student,,,enrolled,33:39.8,33:39.8,
,4443,C00-1262,College,2023-2024,1st,Main,3rd year,BSIS,old student,,,failed,33:39.8,33:39.8,
,4444,C00-1263,College,2021-2022,1st,Main,1st year,BSENTREP,new student,LYNB King Union Trust Corporation,"4013-F Duhat Boulevard, Banaybanay, 9304 Davao del Sur",enrolled,33:39.8,33:39.8,
,4445,C00-1263,College,2021-2022,2nd,Main,1st year,BSENTREP,old student,,,enrolled,33:39.8,33:39.8,
,4446,C00-1263,College,2022-2023,1st,Main,2nd year,BSENTREP,old student,,,dropped,33:39.8,33:39.8,
,4447,C00-1264,SHS,2019-2020,1st,Main,grade 11,STEM,new student,RWU Services Corporation,"2152 79th Street, Amethyst Homes 6, Banna, 5216 Masbate",enrolled,33:39.8,33:39.8,
,4448,C00-1264,SHS,2019-2020,2nd,Uno,grade 11,STEM,old student,,,enrolled,33:39.8,33:39.8,
,4449,C00-1264,SHS,2020-2021,1st,Uno,grade 12,STEM,old student,,,enrolled,33:39.8,33:39.8,
,4450,C00-1265,SHS,2020-2021,1st,Uno,grade 11,ICT,new student,JJ Shipping Limited,"1606 Camachile Street, Morgan Grove 4, Mayoyao, 4213 Benguet",enrolled,33:39.8,33:39.8,
,4451,C00-1265,SHS,2020-2021,2nd,Uno,grade 11,ICT,old student,,,enrolled,33:39.8,33:39.8,
,4452,C00-1265,SHS,2021-2022,1st,Main,grade 12,ICT,old student,,,enrolled,33:39.8,33:39.8,
,4453,C00-1266,College,2022-2023,1st,Main,1st year,BSTM,new student,RT World Millennium Development Limited,"Block 11 Lot 84 Knapp Subdivision 4, Akle Avenue, Bugallon, 9791 Lanao del Sur",enrolled,33:39.8,33:39.8,
,4454,C00-1266,College,2022-2023,2nd,Main,1st year,BSTM,old student,,,onhold,33:39.8,33:39.8,
,4455,C00-1266,College,2023-2024,1st,Main,2nd year,BSTM,old student,,,onhold,33:39.8,33:39.8,
,4456,C00-1266,College,2023-2024,2nd,Main,2nd year,BSTM,old student,,,onhold,33:39.8,33:39.8,
,4457,C00-1266,College,2024-2025,1st,Main,3rd year,BSTM,old student,,,failed,33:39.8,33:39.8,
,4458,C00-1267,SHS,2019-2020,1st,Uno,grade 11,ICT,new student,Strickland King Company Corporation,"9522 32nd Street, Citrine Village 4, Lupao, 4241 La Union",enrolled,33:39.8,33:39.8,
,4459,C00-1267,SHS,2019-2020,2nd,Main,grade 11,ICT,old student,,,enrolled,33:39.8,33:39.8,
,4460,C00-1267,SHS,2020-2021,1st,Uno,grade 12,ICT,old student,,,completed,33:39.8,33:39.8,
,4461,C00-1268,SHS,2019-2020,1st,Main,grade 11,HUMSS,new student,IKU Banking Corporation,"12th Floor Wheeler Suites, 2517 99th Avenue, Alangalang, 2869 Sorsogon",enrolled,33:39.8,33:39.8,
,4462,C00-1268,SHS,2019-2020,2nd,Uno,grade 11,HUMSS,old student,,,enrolled,33:39.8,33:39.8,
,4463,C00-1268,SHS,2020-2021,1st,Uno,grade 12,HUMSS,old student,,,enrolled,33:39.8,33:39.8,
,4464,C00-1269,SHS,2022-2023,1st,Uno,grade 11,HE,new student,Grand Foods Inc.,"B06 L64 Dita Village 7, Bell Street, New Lucena, 4759 Pangasinan",cancelled,33:39.8,33:39.8,
,4465,C00-1270,SHS,2022-2023,1st,Uno,grade 11,STEM,new student,TZ Star Company Inc.,"Block 11 Lot 01 Sierra Madre Homes Phase 2, Black Road, Bacolod, 8703 Davao del Sur",enrolled,33:39.8,33:39.8,
,4466,C00-1270,SHS,2022-2023,2nd,Uno,grade 11,STEM,old student,,,completed,33:39.8,33:39.8,
,4467,C00-1270,SHS,2023-2024,1st,Uno,grade 12,STEM,old student,,,cancelled,33:39.8,33:39.8,
,4468,C00-1271,College,2022-2023,1st,Main,1st year,BSCS,new student,Pacific Century Resorts Inc.,"B09 L83 85th Avenue, Mosley Village 1, Villaverde, 4138 Quezon",approved,33:39.8,33:39.8,
,4469,C00-1271,College,2022-2023,2nd,Main,1st year,BSCS,old student,,,onhold,33:39.8,33:39.8,
,4470,C00-1271,College,2023-2024,1st,Main,2nd year,BSCS,old student,,,LOA,33:39.8,33:39.8,
,4471,C00-1271,College,2023-2024,2nd,Main,2nd year,BSCS,old student,,,onhold,33:39.8,33:39.8,
,4472,C00-1271,College,2024-2025,1st,Main,3rd year,BSCS,old student,,,enrolled,33:39.8,33:39.8,
,4473,C00-1271,College,2024-2025,2nd,Main,3rd year,BSCS,old student,,,enrolled,33:39.8,33:39.8,
,4474,C00-1271,College,2025-2026,1st,Main,4th year,BSCS,old student,,,dropped,33:39.8,33:39.8,
,4475,C00-1272,SHS,2022-2023,1st,Uno,grade 11,HE,new student,Advanced Empire Finance Inc.,"Block 17 Lot 35 Mayon Homes Phase 7, Jasper Street, Amulung, 7518 Surigao del Norte",approved,33:39.8,33:39.8,
,4476,C00-1272,SHS,2022-2023,2nd,Main,grade 11,HE,old student,,,approved,33:39.8,33:39.8,
,4477,C00-1272,SHS,2023-2024,1st,Uno,grade 12,HE,old student,,,completed,33:39.8,33:39.8,
,4478,C00-1273,College,2021-2022,1st,Main,1st year,ACT,new student,Dorsey Resorts Corporation,"Block 06 Lot 83 Emerald Street, Venus Subdivision, Navotas, 1404 Metro Manila",onhold,33:39.8,33:39.8,
,4479,C00-1273,College,2021-2022,2nd,Main,1st year,ACT,old student,,,enrolled,33:39.8,33:39.8,
,4480,C00-1273,College,2022-2023,1st,Main,2nd year,ACT,old student,,,onhold,33:39.8,33:39.8,
,4481,C00-1274,College,2019-2020,1st,Main,1st year,BSENTREP,new student,Rising Resorts Corporation,"9778-A Moore Street, Lapu-Lapu, 9887 Misamis Occidental",enrolled,33:39.8,33:39.8,
,4482,C00-1274,College,2019-2020,2nd,Main,1st year,BSENTREP,old student,,,onhold,33:39.8,33:39.8,
,4483,C00-1274,College,2020-2021,1st,Main,2nd year,BSENTREP,old student,,,enrolled,33:39.8,33:39.8,
,4484,C00-1274,College,2020-2021,2nd,Main,2nd year,BSENTREP,old student,,,enrolled,33:39.8,33:39.8,
,4485,C00-1274,College,2021-2022,1st,Main,3rd year,BSENTREP,old student,,,completed,33:39.8,33:39.8,
,4486,C00-1274,College,2021-2022,2nd,Main,3rd year,BSENTREP,old student,,,enrolled,33:39.8,33:39.8,
,4487,C00-1274,College,2022-2023,1st,Main,4th year,BSENTREP,old student,,,enrolled,33:39.8,33:39.8,
,4488,C00-1275,SHS,2022-2023,1st,Main,grade 11,HUMSS,new student,Stewart Empire State Hotel Limited,"7512 Bulusan Avenue, Garcia Grove 9, Tagbilaran, 1968 Ifugao",enrolled,33:39.8,33:39.8,
,4489,C00-1275,SHS,2022-2023,2nd,Main,grade 11,HUMSS,old student,,,onhold,33:39.8,33:39.8,
,4490,C00-1275,SHS,2023-2024,1st,Uno,grade 12,HUMSS,old student,,,onhold,33:39.8,33:39.8,
,4491,C00-1276,College,2022-2023,1st,Main,1st year,BSTM,new student,XUX Crown Union Bank Inc.,"8368 E Orion Boulevard Extension, Salvador Benedicto, 6686 Guimaras",approved,33:39.8,33:39.8,
,4492,C00-1276,College,2022-2023,2nd,Main,1st year,BSTM,old student,,,completed,33:39.8,33:39.8,
,4493,C00-1276,College,2023-2024,1st,Main,2nd year,BSTM,old student,,,onhold,33:39.8,33:39.8,
,4494,C00-1276,College,2023-2024,2nd,Main,2nd year,BSTM,old student,,,enrolled,33:39.8,33:39.8,
,4495,C00-1276,College,2024-2025,1st,Main,3rd year,BSTM,old student,,,enrolled,33:39.8,33:39.8,
,4496,C00-1276,College,2024-2025,2nd,Main,3rd year,BSTM,old student,,,approved,33:39.8,33:39.8,
,4497,C00-1276,College,2025-2026,1st,Main,4th year,BSTM,old student,,,completed,33:39.8,33:39.8,
,4498,C00-1277,College,2019-2020,1st,Main,1st year,BTVTED,new student,Mega Foods Inc.,"Block 25 Lot 84 Mushroom Estates 9, Caballero Drive, Mandaluyong, 0818 Metro Manila",approved,33:39.8,33:39.8,
,4499,C00-1277,College,2019-2020,2nd,Main,1st year,BTVTED,old student,,,completed,33:39.8,33:39.8,
,4500,C00-1277,College,2020-2021,1st,Main,2nd year,BTVTED,old student,,,enrolled,33:39.8,33:39.8,
,4501,C00-1277,College,2020-2021,2nd,Main,2nd year,BTVTED,old student,,,enrolled,33:39.8,33:39.8,
,4502,C00-1277,College,2021-2022,1st,Main,3rd year,BTVTED,old student,,,enrolled,33:39.8,33:39.8,
,4503,C00-1277,College,2021-2022,2nd,Main,3rd year,BTVTED,old student,,,failed,33:39.8,33:39.8,
,4504,C00-1278,College,2019-2020,1st,Main,1st year,BSIS,new student,Far Crown Mining Inc.,"Block 24 Lot 02 Iriga Street, Blair Estates Phase 8, Kabasalan, 4945 Romblon",onhold,33:39.8,33:39.8,
,4505,C00-1278,College,2019-2020,2nd,Main,1st year,BSIS,old student,,,enrolled,33:39.8,33:39.8,
,4506,C00-1278,College,2020-2021,1st,Main,2nd year,BSIS,old student,,,failed,33:39.8,33:39.8,
,4507,C00-1279,SHS,2019-2020,1st,Main,grade 11,STEM,new student,Thomas Capital Corporation,"4436H Taurus Road, Siasi, 6405 Iloilo",dropped,33:39.8,33:39.8,
,4508,C00-1280,SHS,2020-2021,1st,Main,grade 11,ICT,new student,Philippine Dragon State Hotel Corporation,"3813 Leo Street, Champaca Village Phase 5, Shariff Saydona Mustapha, 8455 Zamboanga del Sur",onhold,33:39.8,33:39.8,
,4509,C00-1280,SHS,2020-2021,2nd,Main,grade 11,ICT,old student,,,enrolled,33:39.8,33:39.8,
,4510,C00-1280,SHS,2021-2022,1st,Main,grade 12,ICT,old student,,,completed,33:39.8,33:39.8,
,4511,C00-1281,College,2021-2022,1st,Main,1st year,BSCRIM,new student,Global Services Inc.,"Block 22 Lot 88 Juno Road, Flores Village 9, Arakan, 3022 Cavite",completed,33:39.9,33:39.9,
,4512,C00-1281,College,2021-2022,2nd,Main,1st year,BSCRIM,old student,,,approved,33:39.9,33:39.9,
,4513,C00-1281,College,2022-2023,1st,Main,2nd year,BSCRIM,old student,,,enrolled,33:39.9,33:39.9,
,4514,C00-1281,College,2022-2023,2nd,Main,2nd year,BSCRIM,old student,,,approved,33:39.9,33:39.9,
,4515,C00-1281,College,2023-2024,1st,Main,3rd year,BSCRIM,old student,,,enrolled,33:39.9,33:39.9,
,4516,C00-1281,College,2023-2024,2nd,Main,3rd year,BSCRIM,old student,,,onhold,33:39.9,33:39.9,
,4517,C00-1281,College,2024-2025,1st,Main,4th year,BSCRIM,old student,,,enrolled,33:39.9,33:39.9,
,4518,C00-1282,SHS,2022-2023,1st,Uno,grade 11,ABM,new student,Oriental Union Development Inc.,"3506C Tabayoc Road Extension, Naguilian, 2902 Tarlac",enrolled,33:39.9,33:39.9,
,4519,C00-1282,SHS,2022-2023,2nd,Main,grade 11,ABM,old student,,,deferred,33:39.9,33:39.9,
,4520,C00-1282,SHS,2023-2024,1st,Uno,grade 12,ABM,old student,,,dropped,33:39.9,33:39.9,
,4521,C00-1283,SHS,2021-2022,1st,Main,grade 11,ABM,new student,Far Summit Mining Corporation,"6510 Jenkins Boulevard Extension, Fischer Subdivision 4, Tuy, 9856 Misamis Oriental",onhold,33:39.9,33:39.9,
,4522,C00-1283,SHS,2021-2022,2nd,Main,grade 11,ABM,old student,,,enrolled,33:39.9,33:39.9,
,4523,C00-1283,SHS,2022-2023,1st,Main,grade 12,ABM,old student,,,enrolled,33:39.9,33:39.9,
,4524,C00-1284,SHS,2022-2023,1st,Uno,grade 11,STEM,new student,ASSE Gold Star Foods Corporation,"4769J Iriga Street, Pasay, 1627 Metro Manila",enrolled,33:39.9,33:39.9,
,4525,C00-1284,SHS,2022-2023,2nd,Main,grade 11,STEM,old student,,,cancelled,33:39.9,33:39.9,
,4526,C00-1285,SHS,2020-2021,1st,Uno,grade 11,STEM,new student,TQ Crown Enterprise Corporation,"Room 901 Kalamansi Apartment, 1003 Lapis Lazuli Road, Mutia, 5078 Northern Samar",dropped,33:39.9,33:39.9,
,4527,C00-1286,College,2019-2020,1st,Main,1st year,BSENTREP,new student,DMOO Gold Union Development Corporation,"8767 Dungon Street, Pisces Homes, Batangas City, 2666 Nueva Ecija",enrolled,33:39.9,33:39.9,
,4528,C00-1286,College,2019-2020,2nd,Main,1st year,BSENTREP,old student,,,enrolled,33:39.9,33:39.9,
,4529,C00-1286,College,2020-2021,1st,Main,2nd year,BSENTREP,old student,,,approved,33:39.9,33:39.9,
,4530,C00-1286,College,2020-2021,2nd,Main,2nd year,BSENTREP,old student,,,enrolled,33:39.9,33:39.9,
,4531,C00-1286,College,2021-2022,1st,Main,3rd year,BSENTREP,old student,,,failed,33:39.9,33:39.9,
,4532,C00-1287,College,2019-2020,1st,Main,1st year,BSCRIM,new student,DFM Century Finance Inc.,"5571 Pao Avenue, Saunders Estates, Taguig, 1781 Metro Manila",approved,33:39.9,33:39.9,
,4533,C00-1287,College,2019-2020,2nd,Main,1st year,BSCRIM,old student,,,enrolled,33:39.9,33:39.9,
,4534,C00-1287,College,2020-2021,1st,Main,2nd year,BSCRIM,old student,,,approved,33:39.9,33:39.9,
,4535,C00-1287,College,2020-2021,2nd,Main,2nd year,BSCRIM,old student,,,completed,33:39.9,33:39.9,
,4536,C00-1287,College,2021-2022,1st,Main,3rd year,BSCRIM,old student,,,suspended,33:39.9,33:39.9,
,4537,C00-1287,College,2021-2022,2nd,Main,3rd year,BSCRIM,old student,,,enrolled,33:39.9,33:39.9,
,4538,C00-1287,College,2022-2023,1st,Main,4th year,BSCRIM,old student,,,enrolled,33:39.9,33:39.9,
,4539,C00-1288,College,2020-2021,1st,Main,1st year,BSCS,new student,Filipino Millennium Liberty Resources Inc.,"Block 13 Lot 43 Martin Subdivision, Dungon Road, Kalawit, 2221 Nueva Vizcaya",failed,33:39.9,33:39.9,
,4540,C00-1289,SHS,2022-2023,1st,Main,grade 11,HUMSS,new student,Patel Morning Liberty Resorts Corporation,"8981-J Aquamarine Avenue, Jolo, 4190 Cagayan",approved,33:39.9,33:39.9,
,4541,C00-1289,SHS,2022-2023,2nd,Main,grade 11,HUMSS,old student,,,enrolled,33:39.9,33:39.9,
,4542,C00-1289,SHS,2023-2024,1st,Main,grade 12,HUMSS,old student,,,approved,33:39.9,33:39.9,
,4543,C00-1290,College,2022-2023,1st,Main,1st year,BSENTREP,new student,JSQ Dragon Capital Corporation,"26th Floor Opal Place, 971 Camia Drive, Pandag, 3929 Cavite",enrolled,33:39.9,33:39.9,
,4544,C00-1290,College,2022-2023,2nd,Main,1st year,BSENTREP,old student,,,onhold,33:39.9,33:39.9,
,4545,C00-1290,College,2023-2024,1st,Main,2nd year,BSENTREP,old student,,,approved,33:39.9,33:39.9,
,4546,C00-1290,College,2023-2024,2nd,Main,2nd year,BSENTREP,old student,,,cancelled,33:39.9,33:39.9,
,4547,C00-1291,College,2019-2020,1st,Main,1st year,BSENTREP,new student,Edwards Union Morning Banking Limited,"1032 Comet Road, Jones, 2322 Rizal",enrolled,33:39.9,33:39.9,
,4548,C00-1291,College,2019-2020,2nd,Main,1st year,BSENTREP,old student,,,enrolled,33:39.9,33:39.9,
,4549,C00-1291,College,2020-2021,1st,Main,2nd year,BSENTREP,old student,,,enrolled,33:39.9,33:39.9,
,4550,C00-1291,College,2020-2021,2nd,Main,2nd year,BSENTREP,old student,,,completed,33:39.9,33:39.9,
,4551,C00-1291,College,2021-2022,1st,Main,3rd year,BSENTREP,old student,,,enrolled,33:39.9,33:39.9,
,4552,C00-1291,College,2021-2022,2nd,Main,3rd year,BSENTREP,old student,,,onhold,33:39.9,33:39.9,
,4553,C00-1291,College,2022-2023,1st,Main,4th year,BSENTREP,old student,,,dropped,33:39.9,33:39.9,
,4554,C00-1292,SHS,2021-2022,1st,Main,grade 11,IA,new student,GKO Summit Silver Construction Corporation,"6242 Earth Road, Pasay, 1387 Metro Manila",transferred,33:39.9,33:39.9,
,4555,C00-1292,SHS,2021-2022,2nd,Uno,grade 11,IA,old student,,,dismissed,33:39.9,33:39.9,
,4556,C00-1292,SHS,2022-2023,1st,Main,grade 12,IA,old student,,,enrolled,33:39.9,33:39.9,
,4557,C00-1293,College,2019-2020,1st,Main,1st year,BSENTREP,new student,Advanced Crown Finance Corporation,"9993 A Johnson Road, Aringay, 4361 Batangas",enrolled,33:39.9,33:39.9,
,4558,C00-1293,College,2019-2020,2nd,Main,1st year,BSENTREP,old student,,,enrolled,33:39.9,33:39.9,
,4559,C00-1293,College,2020-2021,1st,Main,2nd year,BSENTREP,old student,,,enrolled,33:39.9,33:39.9,
,4560,C00-1293,College,2020-2021,2nd,Main,2nd year,BSENTREP,old student,,,onhold,33:39.9,33:39.9,
,4561,C00-1293,College,2021-2022,1st,Main,3rd year,BSENTREP,old student,,,enrolled,33:39.9,33:39.9,
,4562,C00-1293,College,2021-2022,2nd,Main,3rd year,BSENTREP,old student,,,onhold,33:39.9,33:39.9,
,4563,C00-1293,College,2022-2023,1st,Main,4th year,BSENTREP,old student,,,enrolled,33:39.9,33:39.9,
,4564,C00-1294,SHS,2022-2023,1st,Uno,grade 11,IA,new student,AA Union Company Corporation,"243-I 15th Road, Caloocan, 1394 Metro Manila",onhold,33:39.9,33:39.9,
,4565,C00-1294,SHS,2022-2023,2nd,Uno,grade 11,IA,old student,,,approved,33:39.9,33:39.9,
,4566,C00-1294,SHS,2023-2024,1st,Main,grade 12,IA,old student,,,onhold,33:39.9,33:39.9,
,4567,C00-1295,College,2021-2022,1st,Main,1st year,BSCRIM,new student,WO Finance Corporation,"Block 02 Lot 06 Perry Grove Phase 9, Iriga Road Extension, Barotac Nuevo, 5259 Kalinga",approved,33:39.9,33:39.9,
,4568,C00-1295,College,2021-2022,2nd,Main,1st year,BSCRIM,old student,,,enrolled,33:39.9,33:39.9,
,4569,C00-1295,College,2022-2023,1st,Main,2nd year,BSCRIM,old student,,,enrolled,33:39.9,33:39.9,
,4570,C00-1295,College,2022-2023,2nd,Main,2nd year,BSCRIM,old student,,,approved,33:39.9,33:39.9,
,4571,C00-1295,College,2023-2024,1st,Main,3rd year,BSCRIM,old student,,,onhold,33:39.9,33:39.9,
,4572,C00-1295,College,2023-2024,2nd,Main,3rd year,BSCRIM,old student,,,completed,33:39.9,33:39.9,
,4573,C00-1295,College,2024-2025,1st,Main,4th year,BSCRIM,old student,,,enrolled,33:39.9,33:39.9,
,4574,C00-1296,SHS,2022-2023,1st,Uno,grade 11,IA,new student,NS Star World Services Inc.,"Unit 337 Cypress Apartments, 5059 86th Drive, Davao City, 2606 Kalinga",onhold,33:39.9,33:39.9,
,4575,C00-1296,SHS,2022-2023,2nd,Main,grade 11,IA,old student,,,failed,33:39.9,33:39.9,
,4576,C00-1297,College,2020-2021,1st,Main,1st year,BTVTED,new student,RCIM Resources Corporation,"3297E Turquoise Street, Josefina, 6112 Guimaras",enrolled,33:39.9,33:39.9,
,4577,C00-1297,College,2020-2021,2nd,Main,1st year,BTVTED,old student,,,enrolled,33:39.9,33:39.9,
,4578,C00-1297,College,2021-2022,1st,Main,2nd year,BTVTED,old student,,,suspended,33:39.9,33:39.9,
,4579,C00-1297,College,2021-2022,2nd,Main,2nd year,BTVTED,old student,,,approved,33:39.9,33:39.9,
,4580,C00-1297,College,2022-2023,1st,Main,3rd year,BTVTED,old student,,,cancelled,33:39.9,33:39.9,
,4581,C00-1298,SHS,2020-2021,1st,Uno,grade 11,IA,new student,Jimenez City Foods Inc.,"9th Floor Lawson Condominiums, 4519 Burns Road, Magsingal, 3848 Camarines Sur",enrolled,33:39.9,33:39.9,
